"Damage","LCI","UCI","Management","LCI","UCI","Mixed","LCI","UCI"
7.35137005035917,7.35137005035917,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0.0276139205707339,0.0276139205707339,0,0,0,0
2.05572173950669,2.05572173950669,0,82.6842512824667,82.6842512824667,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
