"var","rel.inf"
"Phylum",23.2089127915384
"Type_of_cost_merged",19.6631182589509
"Impacted_sector_2",18.5964885414434
"logrange",16.3866722328222
"logn",11.488165814954
"eventDate",8.03360215102071
"Environment",2.62304020927038
